Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.0555356413577434,0.06370272111108535,0.0555356413577434,0.060979943722486496,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06097989151380976,0.06424709634162572,0.06097989151380976,0.06315761059522629,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06315765965610468,0.06479157644208502,0.06315765965610468,0.06424714624881744,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06424716611631873,0.06479159647794347,0.06206881846344849,0.06261324882507324,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06261321403973684,0.06315764409889855,0.060979923862251706,0.06152435392141342,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06152435772370288,0.06152435772370288,0.059346637352469936,0.05989106744527817,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05989107901362889,0.060979939409565816,0.057168928023786585,0.05825778841972351,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05825776199431987,0.05825776199431987,0.05608004219024787,0.05662447214126587,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056624484552486413,0.0577133446931839,0.056080054482137674,0.0577133446931839,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.057713348306593866,0.05989106872433504,0.057168918202158574,0.05934663861989975,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.059346650740563764,0.06043551117181778,0.059346650740563764,0.06043551117181778,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.060435497538086407,0.060435497538086407,0.058802207259661704,0.05989106744527817,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05989106872433504,0.05989106872433504,0.05934663861989975,0.05934663861989975,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.059346637352469936,0.06097992763089464,0.059346637352469936,0.05989106744527817,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.06043551117181778,0.062068801818698796,0.06043551117181778,0.06043551117181778,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.06043551117181778,0.06097994138744478,0.06043551117181778,0.06043551117181778,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.06043549882877034,0.060979928933205634,0.05825777841102916,0.05934663861989975,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.059346637352469936,0.06097992763089464,0.059346637352469936,0.05989106744527817,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.059891083249537874,0.06152437395896081,0.059891083249537874,0.060979943722486496,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060979923862251706,0.06206878398057513,0.05989106374392829,0.06152435392141342,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06206881846344849,0.06370273575469398,0.06206881846344849,0.06261324882507324,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06261318082487216,0.06370266657127159,0.06261318082487216,0.06315761059522629,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06315761059522629,0.06315761059522629,0.06097989151380976,0.06315761059522629,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06315766421371223,0.06588044158270984,0.06261323398115727,0.06533601135015488,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06533599517658782,0.0658804252743721,0.06533599517658782,0.0658804252743721,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.0658804305379878,0.0658804305379878,0.06315765362545828,0.06370270997285843,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06370270997285843,0.06424714011414077,0.0620687933428936,0.06370270997285843,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06370273575469398,0.06370273575469398,0.06261324882507324,0.06261324882507324,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06261320587677635,0.06315763586496005,0.06206877588859265,0.06288541853427887,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06288543102669529,0.07023586586989661,0.06261321831511674,0.0691470056772232,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06969145405125715,0.07649746058310572,0.06969145405125715,0.07350309193134308,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07350306834059188,0.07459192846936753,0.07295801207017467,0.0740474984049797,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07404751155572896,0.07404751155572896,0.07132473454419852,0.07186916470527649,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07186916118171859,0.07241359131610456,0.0686025803754027,0.07023587077856064,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.07023586586989661,0.07023586586989661,0.06805814548454982,0.0691470056772232,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.0691470056772232,0.07023586586989661,0.06860257558088652,0.0691470056772232,20246400,0.0,0.0
